run_id,scenario_id,rate_regime,replication,parameter_set_id,cumulative_new_credit,cumulative_output,shock
ce9299c6351f51598633382b,local_capital_price_minus10_shock,market,4,v0.4-local-sensitivity-1-capital_price_minus10,0.38935540834926763,3020.202812576657,True
451317d72d0eb23b9d5ca746,local_capital_price_minus10_shock,market,5,v0.4-local-sensitivity-1-capital_price_minus10,21.430121675543695,3015.5503455433864,True
73e8b540255b382a8a200e9e,local_capital_price_minus10_shock,market,6,v0.4-local-sensitivity-1-capital_price_minus10,9.126490771706836,2929.791463365343,True
de69cf11d7634855fcb1c70f,local_capital_price_minus10_shock,market,7,v0.4-local-sensitivity-1-capital_price_minus10,6.307557615258138,2926.0370849351984,True
308e1022e10882ea087b208f,local_capital_price_minus10_shock,market,8,v0.4-local-sensitivity-1-capital_price_minus10,1.3238083883875102,3019.761105653229,True
837df135f6563d4015659f42,local_capital_price_minus10_shock,market,9,v0.4-local-sensitivity-1-capital_price_minus10,11.46651677588593,2863.906078985774,True
3a88bbe7a892fe2ed46844cd,local_capital_price_plus10_baseline,administered,0,v0.4-local-sensitivity-1-capital_price_plus10,5.606717880229454,2896.783496075542,False
d99691d2fae25ab565182946,local_capital_price_plus10_baseline,administered,1,v0.4-local-sensitivity-1-capital_price_plus10,10.822246195218883,2818.6821988485935,False
3f093e1279d5ed2550b40f93,local_capital_price_plus10_baseline,administered,2,v0.4-local-sensitivity-1-capital_price_plus10,12.147888740497153,2631.391239304181,False
9eb5f85c6b473a17a072ee02,local_capital_price_plus10_baseline,administered,3,v0.4-local-sensitivity-1-capital_price_plus10,5.918202206908868,3065.728578997256,False
b2a1b78451f7c99a97ff1e7f,local_capital_price_plus10_baseline,administered,4,v0.4-local-sensitivity-1-capital_price_plus10,6.837468577708031,3034.9239309128034,False
ef3c52c837f1f6be11f43d77,local_capital_price_plus10_baseline,administered,5,v0.4-local-sensitivity-1-capital_price_plus10,14.406150108922908,2460.7510552253725,False
02e11334270812d803da36f3,local_capital_price_plus10_baseline,administered,6,v0.4-local-sensitivity-1-capital_price_plus10,7.475623840305937,2934.689513080207,False
02d28002a95d2d68c00456ff,local_capital_price_plus10_baseline,administered,7,v0.4-local-sensitivity-1-capital_price_plus10,4.983749226870628,2803.251314084262,False
e953e5505f45899ae651c4b6,local_capital_price_plus10_baseline,administered,8,v0.4-local-sensitivity-1-capital_price_plus10,15.729958497310419,3001.520503569613,False
6a1f7e118a223945d62e3f31,local_capital_price_plus10_baseline,administered,9,v0.4-local-sensitivity-1-capital_price_plus10,11.914275495487594,2995.1119991194323,False
7755893960f89525be184704,local_capital_price_plus10_baseline,market,0,v0.4-local-sensitivity-1-capital_price_plus10,1.2459373067176567,2886.8884487054374,False
d540e4ec4fae5f1b45ef99e7,local_capital_price_plus10_baseline,market,1,v0.4-local-sensitivity-1-capital_price_plus10,5.201788255546218,2811.2341366187616,False
94815adfc6439adb49c92e78,local_capital_price_plus10_baseline,market,2,v0.4-local-sensitivity-1-capital_price_plus10,5.980499072244751,2625.2458183620884,False
1ced91ae58856016f54a2b55,local_capital_price_plus10_baseline,market,3,v0.4-local-sensitivity-1-capital_price_plus10,1.7910348784066317,3053.0562078268035,False
b9d6a2dbffdbf866447f3e72,local_capital_price_plus10_baseline,market,4,v0.4-local-sensitivity-1-capital_price_plus10,1.868905960076485,3025.9799168074646,False
d2e1ca56b8cb06930fd6cbdb,local_capital_price_plus10_baseline,market,5,v0.4-local-sensitivity-1-capital_price_plus10,7.506772272973881,2455.2989905602717,False
a39e7ecbdc945a498dc27fc0,local_capital_price_plus10_baseline,market,6,v0.4-local-sensitivity-1-capital_price_plus10,4.60996803485533,2928.5797952649427,False
213aec19248e38228d723227,local_capital_price_plus10_baseline,market,7,v0.4-local-sensitivity-1-capital_price_plus10,1.9312028254123679,2799.2971965927454,False
