run_id,regime,seed,coefficient,value
0dc77a10d347a9d9-1a87815e7e6a,market,10002,reserve_buffer,0.0029271121909824594
0dc77a10d347a9d9-1a87815e7e6a,market,10002,expected_inflation,0.930503939957214
cc380afa3fac57ef-5cf0a5c38bb8,market,10003,borrower_leverage,0.01633884997801962
cc380afa3fac57ef-5cf0a5c38bb8,market,10003,borrower_risk,0.004370379658316136
cc380afa3fac57ef-5cf0a5c38bb8,market,10003,reserve_buffer,0.00263096688303047
cc380afa3fac57ef-5cf0a5c38bb8,market,10003,expected_inflation,0.9685785952864586
3feec93e2c50bc93-59fce84b3c2f,market,10004,borrower_leverage,0.0172707157622386
3feec93e2c50bc93-59fce84b3c2f,market,10004,borrower_risk,0.0039443755903717905
3feec93e2c50bc93-59fce84b3c2f,market,10004,reserve_buffer,0.0034495506355528152
3feec93e2c50bc93-59fce84b3c2f,market,10004,expected_inflation,0.9459230396315422
5634147eb918ab4c-55a0a4cbc489,market,10005,borrower_leverage,0.016705449194714412
5634147eb918ab4c-55a0a4cbc489,market,10005,borrower_risk,0.003933116918922294
5634147eb918ab4c-55a0a4cbc489,market,10005,reserve_buffer,0.0029804587636939176
5634147eb918ab4c-55a0a4cbc489,market,10005,expected_inflation,0.9457784532340018
dda996e00b597246-533c79d1ef8b,market,10006,borrower_leverage,0.017485220346994207
dda996e00b597246-533c79d1ef8b,market,10006,borrower_risk,0.0045905956076250495
dda996e00b597246-533c79d1ef8b,market,10006,reserve_buffer,0.0030404484286479716
dda996e00b597246-533c79d1ef8b,market,10006,expected_inflation,1.0154975306134093
1d02061cc1f9b2a5-51ba92cbf833,market,10007,borrower_leverage,0.018339728693786386
1d02061cc1f9b2a5-51ba92cbf833,market,10007,borrower_risk,0.003957600160358981
1d02061cc1f9b2a5-51ba92cbf833,market,10007,reserve_buffer,0.0033202679488453612
1d02061cc1f9b2a5-51ba92cbf833,market,10007,expected_inflation,0.986597593558233
f933f137dcadba40-6ec615c54afa,market,10008,borrower_leverage,0.016399172091169208
f933f137dcadba40-6ec615c54afa,market,10008,borrower_risk,0.00437949790947929
f933f137dcadba40-6ec615c54afa,market,10008,reserve_buffer,0.0027342703963784127
f933f137dcadba40-6ec615c54afa,market,10008,expected_inflation,0.970589681173814
