parameter_set_id,outcome,matched_seeds,mean_effect,standard_deviation,minimum_effect,maximum_effect,positive_seed_share,production_alpha,investment_share,base_credit_demand,risk_price,liquidity_price,capital_price
lhs-005,cumulative_output,5,-15.046303009150687,46.686797894210486,-85.49775158783268,44.29433107937939,0.2,0.22447906295294018,0.1609798729622061,18.06723236478148,0.03699868167162337,0.01039440232012254,0.02678608589377829
lhs-006,cumulative_output,5,-74.7078904717545,132.12599596991512,-201.64659333401437,103.94663556383239,0.4,0.291841796760782,0.568240841982631,6.271169165364396,0.028195873125968846,0.004257735707925776,0.006835246193494922
lhs-007,cumulative_output,5,-42.8072229556632,41.542122401625605,-97.25259321587055,5.065264406212918,0.2,0.2593883663028971,0.4903566416867754,9.838316744934449,0.03172911125748942,0.00404895129687137,0.005998303186030368
lhs-008,cumulative_output,5,-39.6174330158603,39.37198780620248,-78.35394110191828,20.924802252184236,0.2,0.3037167000826977,0.27832948998060114,7.183661525264964,0.02353264377638334,0.027650991179554843,0.02090125986074172
lhs-009,cumulative_output,5,10.220243491736984,18.99358928140267,-10.488372229588094,39.12744628591554,0.6,0.33364557537223527,0.22215127900932058,6.7525939435681614,0.01910181386937571,0.029154129569402106,0.007079179330587421
lhs-010,cumulative_output,5,-70.74385495088981,88.07617782798975,-180.42239014075562,30.890909587994884,0.4,0.20856638344710007,0.5631585113611801,19.288640308087764,0.046985378712724485,0.039530966603991094,0.020556250680066633
lhs-011,cumulative_output,5,-7.686509079904681,8.885214320496912,-20.44777000888871,2.4053041653342007,0.2,0.36060416347245894,0.2905759002943015,17.660477431797933,0.00899993246604781,0.011440501385058623,0.014715922123385046
lhs-012,cumulative_output,5,43.81610600293207,200.9170198222206,-181.37834517753436,368.8233592670249,0.6,0.42945835014671,0.5118070395569627,19.083263040128003,0.03664094674703152,0.00581697234968986,0.01491841965678755
lhs-013,cumulative_output,5,-21.768236966229686,49.41303477775036,-103.18357118763015,19.06913521379056,0.6,0.2181971512849908,0.5278326149399918,7.477056280263592,0.027291963242139283,0.029794909025940085,0.01724583532235065
lhs-014,cumulative_output,5,-59.07027674330375,149.9776376638468,-264.16073898031163,121.12064485355131,0.4,0.49234172434241685,0.36714310885642665,8.609672432745883,0.03200563173843204,0.017584056986918156,0.022900975803996908
lhs-015,cumulative_output,5,-77.86480013159544,130.81493991786454,-271.13122903914655,15.831324417574706,0.6,0.4215670822882559,0.4718479091458567,6.8881913557613235,0.03866651817366909,0.01727619278472061,0.027907604471535154
