run_id,cumulative_new_credit,cumulative_output,unresolved_liquidity_shortfall,mean_unfunded_share,cumulative_consumption,defaults,write_offs,resolution_cost,credit_weighted_productivity,scenario_id,rate_regime,replication
766cde3c410adbb07d6077ae,11.976572360823477,4578.833100376542,0.0,0.043287037037036964,3107.8067060192298,0,0.0,0.0,1.125317908769247,h7_reserve_0.50_unavailable_0.0,administered,3
766d2c84208f220acd374023,20.0657062018171,4652.066353104211,0.0,0.017969298203140745,2637.706610227568,0,0.0,0.0,1.104937331490007,h7_reserve_0.10_penalty_1.0,administered,17
7688a6a41a45a842f5e451c2,10.278982780420668,4601.954965907316,0.0,0.49475338747558384,2554.18340508605,0,0.0,0.0,1.3171476548658307,h7_reserve_0.35_penalty_1.0,market,8
77b886d308210c60d2c1f028,3.9402767324945884,4567.2539439376715,0.0,0.6288630351130351,3102.3255657729337,0,0.0,0.0,1.2091779267491742,h7_reserve_0.10_limited_0.5,market,3
78d3fa711765c70a09bd03fd,36.023162380474254,4624.071216843893,0.0,0.025853554704129422,2728.283482329784,0,0.0,0.0,1.0737275269818352,h7_reserve_0.35_penalty_1.0,administered,14
7914a23b3b386b82f8715688,22.53589103525562,4709.573311882821,0.0,0.4092116754211346,2777.907863065506,0,0.0,0.0,1.1467822638941636,h7_reserve_0.20_unavailable_0.0,market,2
79aefc5eb076f648109a1c4b,11.415900572800531,4577.297938942811,0.0,0.5163514957264956,2752.1445932597253,0,0.0,0.0,1.0162980929051106,h7_reserve_0.50_limited_0.5,market,11
79e978ff683a1b5b2d90edcc,9.188787637042717,4412.110558065309,0.0,0.7164223055971534,2702.2862598612387,0,0.0,0.0,1.1794201992040665,h7_reserve_0.50_limited_0.5,market,5
79f23d8e5a82b28722947949,19.91942269114854,3994.8890670788905,0.0,0.5247491264588965,2017.8742043101493,0,0.0,0.0,1.1313933972873975,h7_reserve_0.05_unavailable_0.0,market,12
7a13eaf4d41b6d665cb3e7ff,12.708560528520099,4456.016717677406,0.0,0.478755035666201,2600.9899759391137,0,0.0,0.0,1.1926348696693159,h7_reserve_0.10_unavailable_0.0,market,0
7a351b8cabb52b0d09f7fdd1,18.330852625083526,3994.2454097526193,0.0,0.5601616243591037,2017.7711131834483,0,0.0,0.0,1.1431807966461514,h7_reserve_0.35_limited_1.0,market,12
7a49150f8239d3308f6cb6b8,20.62026242617722,4613.012568425365,0.0,0.05386904761904752,2558.4427777138694,0,0.0,0.0,1.150716873515619,h7_reserve_0.10_limited_0.5,administered,8
7a91fa79d9d2ac6ba69159ae,18.938247062108385,4561.317421095256,0.0,0.03394416356984412,2629.6884332226014,0,0.0,0.0,1.111944206037969,h7_reserve_0.10_unavailable_0.0,administered,4
7b08d46ab02571448c6ecfb7,5.700163178233279,4658.473304086151,0.0,0.4866238628352921,2881.0022028633707,0,0.0,0.0,1.1489495375315768,h7_reserve_0.50_penalty_1.0,market,18
7b34f4ac045f2b319d6aedf3,10.356853862090523,4602.061756776772,0.0,0.49144050302453396,2554.2119639789908,0,0.0,0.0,1.31760079745855,h7_reserve_0.10_limited_1.0,market,8
7b46fcf106758133ae63f971,17.27180591437352,4601.290441895164,0.0,0.5933781011453872,2716.185758050744,0,0.0,0.0,1.1330349775451298,h7_reserve_0.35_penalty_1.0,market,14
7bd20fc883953a59f7630bb1,3.909128299826647,4567.191900407906,0.0,0.6302519240019241,3102.3018998958055,0,0.0,0.0,1.209091645885681,h7_reserve_0.05_limited_1.0,market,3
7bf78d3f8639c61327c23dc6,12.147888740497155,4579.046629407728,0.0,0.03495370370370365,3107.929155087763,0,0.0,0.0,1.1215018497173839,h7_reserve_0.35_limited_1.0,administered,3
7c19fc0b99481e84100ec535,19.984358976979713,4652.008992645959,0.0,0.020203508223917265,2637.6939315179584,0,0.0,0.0,1.1060044143370513,h7_reserve_0.05_unavailable_0.0,administered,17
7cea27a7a27ed5fc45d55ec9,13.84547832089996,4321.9249286135355,0.0,0.4785823752535709,2325.052261479175,0,0.0,0.0,1.1876802774454862,h7_reserve_0.05_limited_0.5,market,1
7d7887a34585a5b0c7cd4aee,12.147888740497155,4579.046629407728,0.0,0.03495370370370365,3107.929155087763,0,0.0,0.0,1.1215018497173839,h7_reserve_0.35_unavailable_0.0,administered,3
7dd1d9abb2a5de218668f6e9,9.546994612724045,4528.060158578217,0.0,0.6608293211418211,2755.165547837439,0,0.0,0.0,1.1370707021900175,h7_reserve_0.20_penalty_1.0,market,9
7e077e17854e4e8db58698d8,32.86650094338854,4480.153328073904,0.0,0.03142980184412475,2487.1932690166263,0,0.0,0.0,1.0568043881503082,h7_reserve_0.50_limited_1.0,administered,16
7e07b4759bac32fb5f074995,16.726708342684542,4457.335920257607,0.0,0.059087151274651195,2733.931396054354,0,0.0,0.0,1.050083041406473,h7_reserve_0.50_unavailable_0.0,administered,19
7ebe6a87fc1f369885ce1335,9.142064988040806,4802.485416497458,0.0,0.6695137686387685,2804.354102122576,0,0.0,0.0,1.1570547727909457,h7_reserve_0.20_limited_1.0,market,7
7eff6f813594448e47636a13,12.92659955719569,4669.316461514634,0.0,0.02173697761933054,2886.055550364862,0,0.0,0.0,1.0970586891656733,h7_reserve_0.20_limited_1.0,administered,18
7f16575fd1e362562906f6d0,4.718987549193124,4513.233014037624,0.0,0.7914159574086045,2951.5355070778023,0,0.0,0.0,1.1588484222937472,h7_reserve_0.35_limited_1.0,market,10
7f1741aae0fb56fbc7f8173a,25.49380101946486,4330.443136647442,0.0,0.06601385707501044,2327.9840245142636,0,0.0,0.0,1.0859660889663916,h7_reserve_0.50_limited_0.5,administered,1
7f963cd7252da960117805da,19.779254744142804,4467.601556074856,0.0,0.39808107245127694,2481.403969285498,0,0.0,0.0,1.1135336831852958,h7_reserve_0.05_penalty_1.0,market,16
8071e512a3fee8d59af8c5f2,27.488491829458304,4668.498833577974,0.0,0.02119659617958163,2716.868171979028,0,0.0,0.0,1.1138490923411069,h7_reserve_0.05_limited_1.0,administered,13
80b9a3b4cfef072870d9abe1,22.55146525158959,4591.341723580313,0.0,0.00806623931623929,2759.183652578667,0,0.0,0.0,1.0100455798178951,h7_reserve_0.50_unavailable_0.0,administered,11
813fa0615cd6b0b6074642b3,15.169286709287473,4652.250756963657,0.0,0.4087097070190214,2708.7639745308807,0,0.0,0.0,1.2182063491783053,h7_reserve_0.50_limited_1.0,market,13
81cb31b4c8a10441736d4bbe,9.562568829058016,4528.057232146455,0.0,0.6596667337292337,2755.1756925332897,0,0.0,0.0,1.1357148222577986,h7_reserve_0.10_unavailable_0.0,market,9
81ebf73b90ff13b7e8b56928,21.02519205086046,4533.701165816161,0.0,0.03226575006961135,2962.4893155598966,0,0.0,0.0,1.0172207691843977,h7_reserve_0.20_unavailable_0.0,administered,10
825d4247b360d686edcd57f1,3.161565915796053,4510.807900913805,0.0,0.8467752250472839,2950.422519388087,0,0.0,0.0,1.1985977902840144,h7_reserve_0.50_limited_0.5,market,10
